Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
abcaf206-9712-3f45-bff4-cc560026b903,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,38.178077,-85.666708,5026298000,2191.9799999999987,36
a2461305-2aef-3f3c-91be-91a728cf99b7,LOURDES HOSPITAL,1530 LONE OAK ROAD,PADUCAH,KY,42003,37.070892,-88.644477,2704442444,91.33,1
c16e8282-6464-3dd8-a374-f9a86e1aa100,BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,38.040157,-84.458443,8592606104,383.6,7
594a952d-1e3b-3528-8185-2059c3b6c2dc,FRANKFORT REGIONAL MEDICAL CENTER,299 KINGS DAUGHTERS DRIVE,FRANKFORT,KY,40601,38.199963,-84.87088100000003,5028755240,219.2,4
a852819d-c4d7-396f-9e7e-3c2c099bc05c,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,38.178077,-85.666708,5028978100,1223.83,15
b91854a9-04a6-3154-9a3e-944d26f065bc,BAPTIST HEALTH LA GRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,38.39899000000001,-85.375467,5022225388,219.2,4
6970f7e9-240b-35be-95eb-0a408a0970cb,UNIVERSITY OF LOUISVILLE HOSPITAL,530 SOUTH JACKSON STREET,LOUISVILLE,KY,40202,38.178077,-85.666708,5025623000,3835.9600000000046,62
282ddc93-ac19-36f5-9968-d721cd860e08,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,38.040157,-84.458443,8599675000,5534.79000000001,99
8c61881f-f399-32d0-ac43-664da89ea3dc,THE JAMES B HAGGIN MEMORIAL HOSPITAL,464 LINDEN AVENUE,HARRODSBURG,KY,40330,37.770533,-84.925697,8597345441,91.33,1
8b0ecd93-2ecd-3ce8-92bf-6de0fb3f2912,THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,SCOTTSVILLE,KY,42164,36.749018,-86.196117,2706222800,91.33,1
c69c2cb5-ab1c-3600-947b-d9cdf0d28472,SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA,KY,40403,37.589024,-84.287063,8599866500,1022.9000000000001,12
8a00b5b3-1c2e-3b3c-8b8f-666817980207,PCP1297,613 6TH AVE,DAYTON,KY,41074-1565,39.112758,-84.46446,859-431-3624,11142.259999999993,122
389e035f-a212-311e-ae26-5857b142ebc1,PCP2459,903 SYCAMORE ST,MURRAY,KY,42071-2426,36.618095000000004,-88.31345300000001,270-753-9030,5297.139999999998,58
2f3df9f1-ce0f-3c4e-b728-eab6d0e66bc9,PCP4804,1169 EASTERN PKWY,LOUISVILLE,KY,40217-1434,38.211306,-85.738108,502-473-7028,3379.2099999999987,37
2dfbb1a4-8980-3d18-9b8c-eb5bf0768879,PCP8348,1510 DIXIE HWY,PARK HILLS,KY,41011-2819,39.067114000000004,-84.532685,859-261-2855,6119.109999999997,67
b82296d3-3190-331c-a866-ee097076ec9e,PCP11191,117 W 2ND ST,LEXINGTON,KY,40507-1137,38.040157,-84.458443,859-255-8725,3744.5299999999984,41
aaca303f-66c3-3aef-b38e-3068a161f059,PCP16146,108 N 7TH ST,MURRAY,KY,42071-2025,36.618095000000004,-88.31345300000001,270-759-4880,1369.95,15
d08b1189-3650-3824-ada1-76d68ebf12c6,COMMONWEALTH ORTHOPAEDIC SURGEONS PSC,1780 NICHOLASVILLE RD,LEXINGTON,KY,40503-1440,38.040157,-84.458443,859-253-0124,2283.2499999999995,25
bd29613c-8147-3039-8ce9-1d1b96e4657d,PCP20466,1062 WELLINGTON WAY,LEXINGTON,KY,40513-1200,38.040157,-84.458443,859-219-9399,2922.559999999999,32
b903f2b6-2ce5-3247-95bd-49c7918efb1b,PCP24910,204 S 9TH ST B,MURRAY,KY,42071-2409,36.618095000000004,-88.31345300000001,270-762-1506,3470.5399999999986,38
0060cd87-ccaa-3297-afc4-551f635fa05c,OPHTHALMOLOGY ASSOCIATES  P.S.C.,3810 SPRINGHURST BLVD,LOUISVILLE,KY,40241-6100,38.297653,-85.57798199999998,502-897-9881,4840.489999999998,53
bfd4614b-92f3-3401-b160-c857c4166066,PCP29681,2500 AMSTERDAM RD,VILLA HILLS,KY,41017-5316,39.066093,-84.599133,859-331-5471,3013.889999999999,33
58e89cc7-381d-3ff9-8057-28cc7c2deb76,PCP40773,1830 DESTINY LN,BOWLING GREEN,KY,42104-1089,36.971614,-86.458713,270-746-9995,2739.899999999999,30
33dd6e21-58a8-3979-acc5-5e6c0050d90b,ALLERGY AND ASTHMA ASSOCIATES  P. S. C,171 N EAGLE CREEK DR,LEXINGTON,KY,40509-1801,38.040157,-84.458443,859-277-9112,2831.229999999999,31
a587c2a1-cfea-3c0e-b476-f01c0724f334,PCP45207,611 HAMMOND PLZ,HOPKINSVILLE,KY,42240-4971,36.892925,-87.487284,812-471-6650,3196.549999999999,35
e221236a-648e-34cb-a4d4-894a0dd0437a,EYE MAX PLLC,500 W NEW CIRCLE RD,LEXINGTON,KY,40511-1833,38.040157,-84.458443,859-225-4657,2739.899999999999,30
442c81b1-9381-3cb5-8629-e20a3adb94a9,DR. BUTLER AND ASSOCIATES  PLLC,2603 KENTUCKY AVE,PADUCAH,KY,42003-3829,37.059471,-88.633275,270-443-2900,4475.169999999998,49
6339bcea-d5a5-33f1-8449-78e28935c7c1,SCOTT COUNTY PHYSICAL THERAPY  LLC,208 BEVINS LN,GEORGETOWN,KY,40324-8647,38.214253,-84.57885300000001,502-863-4242,3835.8599999999983,42
c7732e9e-ad33-376b-a4d4-d4b336fa9c94,RIVERPARK EYECARE PLLC,GOLD VAULT AVE,FORT KNOX,KY,40121,37.887371,-85.892673,502-799-1672,3196.549999999999,35
9dabbedf-a213-344e-bd88-3f15b15a371e,ESTES CHIROPRACTIC CENTER PSC,3217 CENTRAL AVE,PADUCAH,KY,42001-4245,37.059471,-88.633275,270-442-6352,2831.229999999999,31
d8943fd5-7259-313a-a2b8-aee43097e3e7,COMMONWEALTH SPECIALISTS OF KENTUCKY LLC,107 DIAGNOSTIC DR,FRANKFORT,KY,40601-0001,38.199963000000004,-84.87088100000001,502-875-9885,5753.789999999997,63
25c42008-c019-39f1-8e40-c94ca780012b,PCP68448,6907 CATALPA SPRINGS DR,LOUISVILLE,KY,40228-2393,38.14361,-85.631587,502-432-6586,3379.2099999999987,37
05fd82bf-f2b8-30df-afb3-fff6c1c7548f,ROSHAN K MATHEW MD PSC,3110 FAIRVIEW DR,OWENSBORO,KY,42303-2175,37.760458,-87.12013,270-240-2129,1187.2900000000002,13
5cba68ab-d25f-307d-b4d5-c9545a10e65f,INTERNAL MEDICINE CONSULTANTS  PLLC,4402 CHURCHMAN AVE,LOUISVILLE,KY,40215-3100,38.198839,-85.813916,502-629-4525,8493.689999999995,93
98fab7e8-1fb5-3091-97b5-469795da68cc,SUMMIT PHYSICAL THERAPY  PSC,72 MACK WALTERS RD,SHELBYVILLE,KY,40065-1738,38.239028000000005,-85.228266,502-633-2443,3287.8799999999987,36
8af3542e-e3e9-33be-9add-becebaf08b37,PCP89248,2845 CHANCELLOR DR,CRESTVIEW HILLS,KY,41017-3418,39.024344,-84.569906,,1917.9299999999996,21
6cb8357f-79da-3b1d-883f-10aed3bf9e90,PCP105360,8215 SHELBYVILLE RD,LOUISVILLE,KY,40222-5421,38.287939,-85.62509399999998,,3470.5399999999986,38
dc6dc891-e3fd-3785-af73-26662671e822,PCP107827,1510 DIXIE HWY,PARK HILLS,KY,41011-2819,39.067114000000004,-84.532685,,1826.5999999999997,20
14d417ce-4fa1-36d7-bd96-c99afef0f744,PCP113538,93 N MAIN ST,WALTON,KY,41094-1130,38.868933,-84.687143,,4566.499999999998,50
ccfb0796-0a52-3233-9443-209ce4f51280,PCP115452,3772 TAYLORSVILLE RD,LOUISVILLE,KY,40220-1343,38.22867,-85.616884,,1095.9600000000003,12
66cbf2e8-35a2-3284-b1eb-89539da5c15f,OWENSBORO DERMATOLOGY ASSOCIATES PSC,1413 N ELM ST,HENDERSON,KY,42420-2768,37.838415999999995,-87.58097099999999,270-685-5777,4475.169999999998,49
129fcc7d-7f79-362c-98b3-26d1b03dcfc2,PCP117790,200 E LOCUST ST,SCOTTSVILLE,KY,42164-1275,36.748616,-86.164509,,5023.149999999998,55
a39d5019-bf51-308a-8f22-a64817327f1a,PAIN MANAGEMENT KENTUCKY PSC,2355 POPLAR LEVEL RD,LOUISVILLE,KY,40217-1384,38.211306,-85.738108,502-636-7660,2191.9199999999996,24
b7b91195-1317-35f6-9383-2bc76b8c389e,PCP124493,211 FOUNTAIN CT,LEXINGTON,KY,40509-2697,38.040157,-84.458443,,6027.779999999997,66
a2d00276-f303-3855-8df0-7bcf3f6e1bf3,PCP132291,4139 CADILLAC CT,LOUISVILLE,KY,40213-1578,38.195283,-85.682236,,2283.2499999999995,25
558dd2ac-7e39-3170-ab5c-c4a0d3c7b6fc,PCP132446,1562 BARDSTOWN RD,LOUISVILLE,KY,40205-1155,38.21657,-85.670344,,1552.61,17
3e68463f-dfa3-3332-9c29-2227485dfbba,PCP138008,2306 ALEXANDRIA PIKE,SOUTHGATE,KY,41071-3234,39.062872,-84.477684,,2922.559999999999,32
ee3e4ef3-f04a-3889-9a40-45ceb64200f6,PCP139012,2692 RICHMOND RD,LEXINGTON,KY,40509-1542,38.040157,-84.458443,606-268-2190,2374.5799999999995,26
37dc4c9c-2a66-33a0-b3c6-f170f05f6cd1,PCP139952,4640 DIXIE HWY,LOUISVILLE,KY,40216-2606,38.198839,-85.813916,,3013.889999999999,33
01d80d9e-8852-3b28-8f5b-274636f3c815,PCP149776,2414 GREATSTONE PT,LEXINGTON,KY,40504-3274,38.040157,-84.458443,,1917.9299999999996,21
f78347b9-0d90-3fde-8a80-5fe308fdbf6e,PCP154531,472 W LINCOLN TRAIL BLVD,RADCLIFF,KY,40160-9176,37.773862,-86.04170500000001,,3835.8599999999983,42
837de83e-7558-39aa-a4c9-50d3425402e9,BULLITT CO FAMILY PRACTITIONERS,11737S PRESTON HWY,LEBANON JUNCTION,KY,40150-8420,37.863226,-85.667281,502-833-4631,3561.8699999999985,39
fe524016-083b-3914-86fc-fbae666810d6,PCP163767,14706 FOREST OAKS DR,LOUISVILLE,KY,40245-4695,38.30944,-85.527013,,4383.839999999998,48
46ca301a-8e95-32f2-9bbd-4bd6f7dec9b7,PCP167447,10536 HWY 44 E,MOUNT WASHINGTON,KY,40047-7338,38.045117,-85.56039399999999,,2374.5799999999995,26
857610cb-7dc4-32a0-bb04-f2f50170379b,DRS GODFREY GODFREY AND EKLUND PSC,914 N DIXIE HWY,ELIZABETHTOWN,KY,42701-2537,37.692223999999996,-85.82682,270-769-1049,2191.9199999999996,24
3ae1ae03-7041-3b42-bb19-4b92aae71223,CENTRAL KENTUCKY SURGEONS  PSC,464 LINDEN AVE,HARRODSBURG,KY,40330-1882,37.770533,-84.925697,859-734-4342,5845.119999999997,64
fd90133b-cdca-3496-b38b-4c0c73a58085,BLUEGRASS INTERNAL MEDICINE PLLC,3346 PROFESSIONAL PARK,OWENSBORO,KY,42303-4551,37.760458,-87.12013,270-685-1066,1004.6300000000002,11
2f6248ff-de7e-3857-8487-0918807121b1,PCP176363,3161 DIXIE HWY,ERLANGER,KY,41018-1841,39.039429,-84.600135,606-341-8600,7032.409999999996,77
9e3bb10e-8e67-368e-94bd-74e2441cc583,PCP178130,6520 W HWY 22,CRESTWOOD,KY,40014-9305,38.343576,-85.475239,,3105.219999999999,34
d7d9a6fd-9369-3fda-bc4a-6b75003d15b1,PCP179360,3 AUDUBON PLAZA DR,LOUISVILLE,KY,40217-1319,38.211306,-85.738108,,3927.1899999999982,43
739c87de-1c75-31dd-8d47-1214cc8c676e,PINELAKE PHYSICIAN PRACTICE LLC,2003 S 7TH ST,HICKMAN,KY,42050-1841,36.585136,-89.298626,270-236-3337,2557.2399999999993,28
abba6924-f385-3dac-9d92-0319da5a8ea8,ELSWICK CHIROPRACTIC AND ASSOCIATES,3198 CUSTER DR,LEXINGTON,KY,40517-4000,38.040157,-84.458443,859-273-8111,1552.61,17
45f68863-31d9-3cbf-a1ef-d6af2f28f015,TAMBERLY MCCOY  M.D. PLLC,2315 MAYFAIR DR,OWENSBORO,KY,42301-4557,37.760458,-87.12013,270-926-1150,4109.8499999999985,45
6bc7ded5-ae46-31e5-b5ef-5450ca566a61,PHYSICAL THERAPY ASSOCIATES  INC,4331 CHURCHMAN AVE,LOUISVILLE,KY,40215-1164,38.198839,-85.813916,502-366-1773,4475.169999999998,49
0cc90797-afb3-37f7-9bfb-ebd762580221,POMEROY AND RHOADS ORTHOPEDICS PLLC,4331 CHURCHMAN AVE,LOUISVILLE,KY,40215-1164,38.198839,-85.813916,502-364-0902,6484.429999999997,71
feef7759-f11f-3832-b725-6d9da8961a00,THE CHRIST HOSPITAL MEDICAL ASSOCIATES  LLC,1955 DIXIE HWY E,FORT WRIGHT,KY,41011-2882,39.045753999999995,-84.53607099999999,859-341-5757,1917.9299999999996,21
996b69cc-1945-3446-908a-6951fe82b050,PCP216637,1100 GLENSBORO RD,LAWRENCEBURG,KY,40342-9084,38.030437,-84.88252800000001,,1278.6200000000001,14
4ce2cac4-245f-3ce6-9fea-a49816986189,COMMUNITY UNITED METHODIST HOSPITAL  INC,1305 N ELM ST,HENDERSON,KY,42420-2783,37.838415999999995,-87.58097099999999,,3561.8699999999985,39
c0dd5dd1-48c8-34f5-a1a8-c51d8aaee49e,NEIL G BARRY III MD INC,3004 CUMBERLAND AVE,MIDDLESBORO,KY,40965-2343,36.613468,-83.722453,606-248-4162,3379.2099999999987,37
2fb291bf-72cf-3750-af43-f04cd0336aa5,NEPHROLOGY ASSOCIATES OF KENTUCKIANA PSC,3 AUDUBON PLAZA DR,LOUISVILLE,KY,40217-1319,38.211306,-85.738108,502-587-9660,5845.119999999997,64
a2759769-5dfe-33e5-802c-3ab880940fb4,PCP229290,1169 EASTERN PKWY,LOUISVILLE,KY,40217-1462,38.211306,-85.738108,,4383.839999999998,48
d5fac3c8-ad84-3110-8233-c4d2dac6ba21,STAPLES HEALTH CLINIC LLC,104 E MAIN ST,AUBURN,KY,42206-5106,36.905144,-86.727242,270-542-8888,7763.049999999996,86
d91066cd-1a2c-3833-aad8-990934f6f228,NEPHROLOGY ASSOCIATES OF LEXINGTON PSC,1156 LEXINGTON RD A,GEORGETOWN,KY,40324-8808,38.214253,-84.57885300000001,502-867-0244,2648.5699999999993,29
efc5e2e8-41cf-376a-80d0-f49c543c5eab,ANESTHESIOLOGY CONSULTANTS ENTERPRISES  PLLC,1 AUDUBON PLAZA DR,LOUISVILLE,KY,40217-1318,38.211306,-85.738108,502-636-7148,4018.519999999998,44
0b0b643d-8c47-3782-bb54-6880b82e71c7,CUMBERLAND FOOT AND ANKLE CENTERS,49 MEDICAL LOOP,WHITLEY CITY,KY,42653-4382,36.728535,-84.476252,606-376-2272,3196.549999999999,35
aeb32ae8-a35b-30ab-b40c-78a319215610,NEPHROLOGY ASSOCIATES OF LEXINGTON PSC,213 LETTON DR,PARIS,KY,40361-2251,38.188577,-84.290159,859-988-1117,2648.5699999999993,29
213afd65-fd25-3acc-81bb-f6b925d59461,LAKE CUMBERLAND REGIONAL MENTAL HEALTH MENTAL RETARDATION BOARD INC .,90 MEDICAL LANE,WHITLEY CITY,KY,42653-4216,36.728535,-84.476252,606-376-2466,2922.559999999999,32
b2b02ec8-8800-35e0-b71c-547f7ba83b82,ELITE IMAGING LLC,2950 PEGGY FLATS RD,PAINT LICK,KY,40461-8679,37.558646,-84.444699,855-672-3888,6119.109999999997,67
b4fb36e6-5f08-3893-9c12-8bcd6d2c27a6,NORTHSTAR ANESTHESIA OF KENTUCKY II PLLC,4960 NORTON HEALTHCARE BLVD,LOUISVILLE,KY,40241-2831,38.297653,-85.57798199999998,502-446-8000,4749.159999999998,52
7e4b4f4e-b6ef-34bf-a721-fc1c5a7e6928,BAPTIST HEALTH MEDICAL GROUP INC,2605 KENTUCKY AVE,PADUCAH,KY,42003-3806,37.059471,-88.633275,270-408-3215,4109.8499999999985,45
8ec15cc9-ba22-3e5a-8c2f-7b3276e41e5a,COMMUNITY MEDICAL ASSOCIATES  INC.,12903 SHELBYVILLE RD,LOUISVILLE,KY,40243-1538,38.23926,-85.529764,,2465.9099999999994,27
c8356090-a167-371e-a23d-916d88a616a1,KIOSK MEDICINE KENTUCKY LLC,12501 SHELBYVILLE RD,MIDDLETOWN,KY,40243-1530,38.240344,-85.521695,502-253-2047,3013.889999999999,33
2ec9528d-def3-3ccf-9f68-806c12363fb9,DANVILLE RADIOLOGY ASSOCIATES PSC,464 LINDEN AVE,HARRODSBURG,KY,40330-1882,37.770533,-84.925697,859-734-5441,4475.169999999998,50
db0f5e1b-9e65-3572-8be4-f0438d08f05b,BAPTIST HEALTH MEDICAL GROUP INC,3900 KRESGE WAY,LOUISVILLE,KY,40207-4683,38.26142700000001,-85.63072700000002,502-895-7265,1917.9299999999996,21
ab8a1cd9-3a48-33c3-8985-6c867d50bef8,SUMMIT MEDICAL GROUP INC,125 SAINT MICHAEL DR,COLD SPRING,KY,41076-3566,39.011245,-84.435188,859-781-4111,3561.8699999999985,39
881469a0-5760-324e-bba3-6965208300ad,BAPTIST HEALTH MEDICAL GROUP INC,120 JILL DR,BEREA,KY,40403-1677,37.60178,-84.240461,859-985-7195,2009.2599999999995,22
637d7fae-138d-35da-a2bf-3972ba176a4d,KIOSK MEDICINE KENTUCKY LLC,102 W JOHN ROWAN BLVD,BARDSTOWN,KY,40004-2663,37.794233,-85.449325,502-348-7880,4931.819999999998,54
4cc0b0b4-9aad-3da7-af05-ab4fbf1c10df,KENTUCKYONE HEALTH MEDICAL GROUP INC,6420 DUTCHMANS PKWY,LOUISVILLE,KY,40205-3353,38.21657,-85.670344,502-897-0272,3287.8799999999987,36
5f0a4fd7-17d3-39d0-bd21-cc9c6d8e825e,KIOSK MEDICINE KENTUCKY LLC,375 CROSS ROADS BLVD,COLD SPRING,KY,41076-2202,39.011245,-84.435188,859-448-1201,1917.9299999999996,21
c6ca3140-acaa-3ba0-b0c3-7153a476561a,SUMMIT MEDICAL GROUP INC,1980 LITTON LANE,HEBRON,KY,41048-8669,39.08314,-84.76005500000001,859-334-8700,5571.129999999997,61
3da7a7c0-0cd3-3ba3-87a3-4429eac5cafe,KENTUCKYONE HEALTH MEDICAL GROUP INC,160 PEDRO WAY,WINCHESTER,KY,40391-8354,38.02799,-84.134563,859-737-5188,913.3000000000002,10
4e7084a8-9851-3700-98ac-b6dfb241e6a7,PCP306943,1905 W HEBRON LN,SHEPHERDSVILLE,KY,40165-7467,37.988053,-85.709198,,2009.2599999999995,22
43d18e22-b697-3413-bd5a-8d210ddb4f04,KENTUCKYONE HEALTH MEDICAL GROUP INC,1905 W HEBRON LN,SHEPHERDSVILLE,KY,40165-7467,37.988053,-85.709198,,4840.489999999998,53
050b3afb-5a61-3755-a937-dbe9e852aba0,HARRISON MEMORIAL HOSPITAL,1210 KENTUCKY HWY 36E,CYNTHIANA,KY,41031,38.382923999999996,-84.301838,859-234-2300,4749.159999999998,52
8052a61d-8432-3e74-9eb1-75bea02925d6,KIOSK MEDICINE KENTUCKY LLC,5001 MUD LN,LOUISVILLE,KY,40229-2870,38.06433,-85.684116,502-962-0710,6484.429999999997,71
2dcaf6e2-7809-3eeb-a129-0b5399a8c9b9,PCP319347,2302 HURSTBOURNE VILLAGE DR,LOUISVILLE,KY,40299-1878,38.240344,-85.521695,,5205.809999999998,57
f9d0044d-90d8-37da-99dd-733e4ead4391,UNIVERSITY OF CINCINNATI PHYSICIANS COMPANY LLC,68 CAVALIER BLVD,FLORENCE,KY,41042-1645,38.999039,-84.661502,513-475-8000,4109.8499999999985,45
cb2406d4-ada4-3fd6-871d-8641a234d02e,PROREHAB LOUISVILLE,5919 TIMBER RIDGE DR,PROSPECT,KY,40059-8132,38.345882,-85.610559,502-292-0800,3653.1999999999985,40
83a4e691-bf58-3231-b108-91b88753ab3c,JONES MEDICAL CORP,35 JOSHUA LN,HAWESVILLE,KY,42348,37.877968,-86.737721,270-927-8585,2100.5899999999997,23
45b6e2fd-9f77-327f-873c-b354912ead11,LOGAN PHYSICIAN PRACTICE LLC,128 SUGAR MAPLE DR,AUBURN,KY,42206-5352,36.905144,-86.727242,270-542-5500,1187.2900000000002,13
8218601a-7c3d-3d3d-bb81-d0e6bddf8ad8,BAPTIST HEALTH MEDICAL GROUP INC,4001 KRESGE WAY,LOUISVILLE,KY,40207-4640,38.26142700000001,-85.63072700000002,502-897-6579,1369.95,15
fb10cb8f-d422-3221-af39-0d82f17c9ebe,KENTUCKYONE HEALTH MEDICAL GROUP INC,323 CTR ST,NEW HAVEN,KY,40051-6319,37.635709000000006,-85.536514,502-350-5191,3013.889999999999,33
7769abd2-c03c-3d7e-b199-8a45eed3672a,BAPTIST HEALTH MEDICAL GROUP INC,605 S JEFFERSON ST,PRINCETON,KY,42445-2173,37.100685,-87.82216899999999,270-365-1511,3653.1999999999985,40
31990bcd-466c-3056-bc60-f0731d8e8de6,KINGS DAUGHTERS MEDICAL SPECIALTIES INC,613 23RD ST,ASHLAND,KY,41101-2885,38.465553,-82.65573,606-325-1151,3561.8699999999985,39
73010ffd-848d-3708-8e86-09469b19beaa,LOGAN PHYSICIAN PRACTICE LLC,975 HOPKINSVILLE RD,RUSSELLVILLE,KY,42276-9774,36.842371,-86.924465,270-725-9090,3744.5299999999984,41
2724b1f1-affd-3b44-bbca-31806791cf5d,ANESTHESIOLOGY ASSOCIATES OF GLASGOW PSC,206 W CHERRY ST,GLASGOW,KY,42141-1506,36.985895,-85.900065,270-651-8338,4018.519999999998,44
f6fbd95b-d615-31be-a6fa-32e4f355b5b1,KENTUCKYONE HEALTH MEDICAL GROUP INC,1607 DIXIE HWY,LOUISVILLE,KY,40210-1745,38.198839,-85.813916,502-772-1822,5297.139999999998,58
15875f85-946c-3033-96f6-9676653967cf,SUMMIT MEDICAL GROUP INC,6105 1ST FINANCIAL DR,BURLINGTON,KY,41005-7892,38.985046000000004,-84.802157,859-586-8200,2374.5799999999995,26
7485248d-a8fb-3c75-9b9a-744a11c5076b,CUMBERLAND FAMILY MEDICAL CENTER  INC.,69 S MAIN ST,WHITLEY CITY,KY,42653-6043,36.728535,-84.476252,606-376-7399,1735.2699999999998,19
a6f6c140-5950-387c-8b4c-7d4fd0d617ee,CHRISTIANA CARE HEALTH SERVICES  INC.,4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,39.677569,-75.757308,3027331000,20568.390000000025,248
17590d25-0133-39af-8a0a-c06af4ac290a,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,39.735226,-75.529289,3024214100,7566.730000000001,91
d6dadc79-da5b-3a59-9770-434362c895f5,BAYHEALTH - KENT GENERAL HOSPITAL,640 S STATE STREET,DOVER,DE,19901,39.160606,-75.521659,3027447001,19959.319999999967,244
43e72f22-a841-39a3-a3ea-e71a2936b2b5,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,SEAFORD,DE,19973,38.657238,-75.613118,3026296611,1592.98,16
85e6df0e-4d7d-3615-b76a-e3853c9feda8,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,38.778527,-75.14376899999998,3026453300,117.13,1
3d2c0ab5-58b9-3599-9a1c-d1bd71b7bdc7,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,21 WEST CLARKE AVENUE,MILFORD,DE,19963,38.909981,-75.423327,3024223311,1124.4499999999998,10
